,age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,class
14307,33.0,Self-emp-not-inc,HS-grad,9,Separated,Craft-repair,Other-relative,White,Male,0.0,0.0,50.0,United-States,<=50K
21880,43.0,Private,Some-college,10,Married-spouse-absent,Sales,Not-in-family,White,Male,0.0,0.0,45.0,Mexico,<=50K
1593,28.0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,99999.0,0.0,40.0,United-States,>50K
13606,45.0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0.0,0.0,70.0,United-States,<=50K
13477,38.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
21887,50.0,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
27446,28.0,Private,7th-8th,4,Separated,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,Mexico,<=50K
29622,66.0,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,6.0,United-States,<=50K
10199,22.0,Private,Some-college,10,Divorced,Sales,Own-child,White,Female,0.0,0.0,48.0,Iran,<=50K
8971,23.0,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,25.0,United-States,<=50K
6682,48.0,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
28014,56.0,Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
27438,24.0,Self-emp-not-inc,Assoc-voc,11,Never-married,Other-service,Unmarried,White,Female,0.0,0.0,38.0,United-States,<=50K
31472,25.0,Local-gov,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,Black,Female,0.0,0.0,38.0,United-States,<=50K
15947,21.0,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,15.0,United-States,<=50K
24042,30.0,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
17423,47.0,Federal-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
16481,64.0,Federal-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,8.0,United-States,<=50K
32087,23.0,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,48.0,United-States,<=50K
18744,27.0,Local-gov,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
4225,38.0,State-gov,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,114.0,0.0,38.0,United-States,<=50K
9792,38.0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
19003,45.0,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,45.0,United-States,>50K
8976,51.0,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,20.0,United-States,>50K
6416,38.0,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
29533,19.0,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,45.0,United-States,<=50K
24708,56.0,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,Trinadad&Tobago,<=50K
29930,39.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
22047,40.0,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
30248,42.0,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
12084,41.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
6025,40.0,Private,Some-college,10,Separated,Exec-managerial,Unmarried,White,Female,0.0,0.0,60.0,United-States,<=50K
20263,43.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
26379,30.0,Private,Some-college,10,Separated,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
1336,34.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1573.0,40.0,United-States,<=50K
21580,21.0,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0.0,0.0,40.0,United-States,<=50K
29052,46.0,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
16001,33.0,Private,Assoc-voc,11,Never-married,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
14376,17.0,Private,11th,7,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
11207,23.0,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,32.0,Cuba,<=50K
22774,41.0,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
28059,20.0,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0.0,0.0,30.0,United-States,<=50K
26686,27.0,Private,Assoc-voc,11,Never-married,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,45.0,United-States,<=50K
31112,22.0,Private,HS-grad,9,Never-married,Sales,Other-relative,White,Male,0.0,0.0,40.0,United-States,<=50K
15192,47.0,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,80.0,United-States,<=50K
31649,54.0,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
21987,29.0,Private,12th,8,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,42.0,England,<=50K
1281,29.0,State-gov,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Female,0.0,1590.0,64.0,United-States,<=50K
13646,21.0,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,25.0,United-States,<=50K
19684,27.0,Private,11th,7,Separated,Craft-repair,Not-in-family,White,Male,0.0,0.0,45.0,Germany,<=50K
9630,49.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
16316,19.0,Private,11th,7,Never-married,Priv-house-serv,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=50K
23600,50.0,Private,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0.0,0.0,36.0,United-States,<=50K
10864,20.0,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,15.0,United-States,<=50K
24709,45.0,Private,HS-grad,9,Divorced,Transport-moving,Own-child,White,Male,0.0,0.0,60.0,United-States,<=50K
21154,52.0,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
32510,33.0,Private,10th,6,Never-married,Adm-clerical,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
32113,23.0,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
1993,44.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,15024.0,0.0,60.0,United-States,>50K
24434,37.0,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,0.0,40.0,United-States,>50K
22498,60.0,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,37.0,United-States,<=50K
2523,51.0,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688.0,0.0,40.0,United-States,>50K
18398,45.0,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=50K
22839,22.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
4172,20.0,Private,Some-college,10,Never-married,Sales,Other-relative,White,Male,1055.0,0.0,20.0,United-States,<=50K
14063,49.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
17306,52.0,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
15556,44.0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
16658,43.0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
31718,25.0,Private,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,26.0,United-States,<=50K
9016,39.0,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,>50K
21398,37.0,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55.0,United-States,<=50K
603,46.0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,1902.0,42.0,United-States,>50K
10859,44.0,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,35.0,United-States,>50K
5756,49.0,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0.0,0.0,40.0,United-States,>50K
24633,46.0,Private,HS-grad,9,Married-civ-spouse,Priv-house-serv,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
30261,30.0,Local-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,10.0,United-States,<=50K
2026,31.0,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,50.0,United-States,>50K
25841,44.0,Local-gov,Assoc-voc,11,Divorced,Tech-support,Unmarried,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,<=50K
31330,50.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
24501,25.0,Private,HS-grad,9,Divorced,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
2442,58.0,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688.0,0.0,45.0,United-States,>50K
29019,24.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
27530,49.0,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
28815,37.0,Private,11th,7,Separated,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
31732,54.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,>50K
14410,38.0,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
21543,38.0,Private,11th,7,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,32.0,United-States,<=50K
26530,25.0,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
15010,35.0,Private,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
13134,18.0,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,30.0,United-States,<=50K
23070,52.0,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
26141,17.0,Private,11th,7,Never-married,Other-service,Own-child,White,Male,0.0,0.0,15.0,United-States,<=50K
11894,32.0,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,90.0,United-States,<=50K
22000,48.0,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
10065,58.0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,20.0,United-States,>50K
28671,33.0,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
92,39.0,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,2415.0,99.0,United-States,>50K
19787,45.0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
25153,17.0,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,30.0,United-States,<=50K
17695,22.0,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
18275,47.0,Private,Assoc-acdm,12,Divorced,Transport-moving,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
15508,43.0,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,0.0,40.0,Germany,>50K
26890,43.0,Private,Prof-school,15,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
3637,51.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3137.0,0.0,60.0,United-States,<=50K
22398,37.0,Private,Some-college,10,Divorced,Sales,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
9798,26.0,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
872,64.0,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0.0,1887.0,50.0,United-States,>50K
3922,31.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2407.0,0.0,65.0,United-States,<=50K
10828,18.0,Private,11th,7,Never-married,Adm-clerical,Own-child,Black,Male,0.0,0.0,20.0,United-States,<=50K
11868,36.0,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,>50K
751,38.0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1887.0,50.0,United-States,>50K
1085,20.0,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,1721.0,30.0,United-States,<=50K
26786,25.0,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
7675,49.0,Private,9th,5,Divorced,Other-service,Not-in-family,Black,Male,0.0,0.0,37.0,United-States,<=50K
3013,48.0,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,5178.0,0.0,40.0,United-States,>50K
1841,39.0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,50.0,United-States,>50K
6261,29.0,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
20286,31.0,Private,Some-college,10,Never-married,Protective-serv,Other-relative,Black,Male,0.0,0.0,40.0,United-States,<=50K
23313,18.0,Self-emp-not-inc,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,30.0,United-States,<=50K
26454,43.0,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,40.0,United-States,>50K
13770,31.0,Self-emp-not-inc,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,0.0,0.0,60.0,United-States,>50K
27,49.0,Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0.0,2603.0,40.0,Greece,<=50K
8758,38.0,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
507,41.0,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,50.0,United-States,>50K
19408,51.0,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
15614,42.0,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
31780,51.0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
31927,55.0,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
26910,23.0,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
26114,41.0,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,35.0,United-States,<=50K
24405,44.0,Self-emp-not-inc,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,60.0,United-States,<=50K
17162,72.0,Private,Assoc-voc,11,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=50K
27258,32.0,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
11269,51.0,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0.0,0.0,43.0,United-States,<=50K
25427,39.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
8480,25.0,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,8.0,United-States,<=50K
26947,33.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
7124,27.0,Private,Assoc-voc,11,Separated,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
14815,22.0,Private,10th,6,Never-married,Craft-repair,Other-relative,White,Male,0.0,0.0,30.0,United-States,<=50K
3934,55.0,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,2407.0,0.0,35.0,United-States,<=50K
32269,44.0,Local-gov,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
6129,49.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
17539,55.0,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
18656,46.0,Private,Preschool,1,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,40.0,Mexico,<=50K
12601,24.0,State-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,20.0,United-States,<=50K
2448,36.0,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,7688.0,0.0,40.0,United-States,>50K
575,57.0,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1902.0,40.0,United-States,>50K
9818,39.0,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,18.0,United-States,<=50K
29799,42.0,Private,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,<=50K
1268,46.0,Private,7th-8th,4,Married-spouse-absent,Priv-house-serv,Unmarried,White,Female,0.0,1594.0,24.0,Guatemala,<=50K
25150,51.0,Private,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
25762,24.0,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
13045,47.0,Private,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
4779,33.0,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
15435,49.0,Local-gov,Masters,14,Widowed,Prof-specialty,Unmarried,White,Female,0.0,0.0,16.0,United-States,<=50K
2393,44.0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688.0,0.0,52.0,United-States,>50K
23467,30.0,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,35.0,United-States,<=50K
14122,24.0,Self-emp-not-inc,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=50K
25274,21.0,Private,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,30.0,United-States,<=50K
25717,49.0,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
31035,24.0,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,45.0,United-States,<=50K
14758,32.0,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
5374,35.0,Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,55.0,United-States,<=50K
20705,66.0,Private,7th-8th,4,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,10.0,United-States,<=50K
2798,39.0,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298.0,0.0,40.0,United-States,>50K
8655,49.0,Private,7th-8th,4,Never-married,Prof-specialty,Other-relative,Black,Male,0.0,0.0,45.0,United-States,<=50K
6704,28.0,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,40.0,United-States,<=50K
31466,23.0,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
4122,53.0,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,1471.0,0.0,40.0,United-States,<=50K
7235,18.0,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
31406,41.0,Private,HS-grad,9,Married-spouse-absent,Transport-moving,Unmarried,Black,Male,0.0,0.0,50.0,United-States,<=50K
14272,47.0,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,45.0,United-States,<=50K
13283,64.0,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
7076,43.0,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
7259,31.0,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
11142,52.0,Private,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,32.0,United-States,<=50K
13915,38.0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
29688,22.0,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0.0,0.0,11.0,United-States,<=50K
3956,67.0,Private,HS-grad,9,Widowed,Prof-specialty,Not-in-family,White,Female,2329.0,0.0,15.0,United-States,<=50K
13829,48.0,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
9337,62.0,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
8361,30.0,Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
9006,55.0,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,40.0,England,<=50K
26687,36.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
12955,49.0,Private,Bachelors,13,Never-married,Priv-house-serv,Not-in-family,White,Male,0.0,0.0,25.0,United-States,<=50K
31140,43.0,Federal-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K
2007,46.0,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,40.0,United-States,>50K
14529,40.0,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
28759,23.0,Self-emp-inc,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
19324,46.0,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
14613,23.0,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
10462,24.0,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
21918,45.0,Private,HS-grad,9,Married-spouse-absent,Farming-fishing,Other-relative,Black,Male,0.0,0.0,40.0,United-States,<=50K
28586,33.0,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
7944,23.0,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
22979,27.0,Private,5th-6th,3,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
11867,20.0,Private,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,60.0,United-States,<=50K
11200,48.0,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=50K
8449,47.0,Federal-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
26053,35.0,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
31419,24.0,Private,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,0.0,0.0,50.0,United-States,<=50K
618,32.0,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,1902.0,40.0,United-States,>50K
494,54.0,Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,43.0,United-States,>50K
547,37.0,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,45.0,United-States,>50K
5049,35.0,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
25175,42.0,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
1688,55.0,Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,27828.0,0.0,55.0,United-States,>50K
25747,40.0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,30.0,United-States,<=50K
11354,68.0,Private,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
31197,34.0,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
27406,45.0,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,>50K
12066,62.0,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
15489,51.0,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,63.0,United-States,<=50K
