,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,class
907,80.0,335.0,29.0,187.0,9.0,0.0,0.0,100.0,-7.0,7,8,11.0,0.0,11.0,0.0,4.0,3.0,51.0,-8.0,1.0,-8.0,1.0,20.0,Good
9595,78.0,133.0,4.0,63.0,24.0,0.0,0.0,96.0,50.0,6,6,24.0,1.0,42.0,0.0,2.0,2.0,22.0,46.0,4.0,3.0,0.0,70.0,Good
9642,71.0,91.0,5.0,36.0,12.0,0.0,0.0,92.0,66.0,6,6,12.0,3.0,67.0,11.0,0.0,0.0,18.0,-8.0,2.0,2.0,0.0,80.0,Bad
4883,62.0,168.0,1.0,67.0,16.0,2.0,2.0,89.0,6.0,0,2,20.0,1.0,42.0,20.0,0.0,0.0,89.0,91.0,2.0,2.0,1.0,83.0,Bad
9231,70.0,125.0,6.0,61.0,31.0,0.0,0.0,100.0,-7.0,7,8,38.0,3.0,9.0,0.0,5.0,5.0,32.0,77.0,10.0,2.0,2.0,74.0,Good
3919,88.0,448.0,6.0,156.0,23.0,0.0,0.0,100.0,-7.0,7,8,29.0,1.0,22.0,-8.0,0.0,0.0,6.0,4.0,5.0,2.0,0.0,50.0,Good
10398,81.0,220.0,3.0,86.0,44.0,0.0,0.0,100.0,-7.0,7,8,46.0,3.0,11.0,0.0,2.0,2.0,0.0,-8.0,1.0,1.0,0.0,14.0,Good
9290,81.0,261.0,3.0,94.0,22.0,0.0,0.0,100.0,-7.0,7,8,22.0,2.0,64.0,2.0,1.0,1.0,67.0,100.0,2.0,3.0,0.0,100.0,Good
6934,82.0,431.0,4.0,84.0,33.0,0.0,0.0,100.0,-7.0,7,8,34.0,3.0,12.0,7.0,0.0,0.0,17.0,84.0,4.0,1.0,0.0,71.0,Good
8957,63.0,42.0,2.0,17.0,13.0,2.0,2.0,93.0,-7.0,5,7,16.0,4.0,43.0,0.0,1.0,1.0,52.0,82.0,6.0,4.0,1.0,91.0,Bad
5925,58.0,116.0,15.0,74.0,11.0,2.0,0.0,53.0,6.0,4,5,15.0,0.0,27.0,-7.0,0.0,0.0,85.0,43.0,4.0,3.0,2.0,78.0,Bad
736,82.0,190.0,10.0,80.0,28.0,0.0,0.0,100.0,-7.0,7,8,28.0,1.0,21.0,17.0,0.0,0.0,32.0,50.0,2.0,2.0,0.0,50.0,Good
493,72.0,155.0,7.0,71.0,46.0,1.0,1.0,100.0,-7.0,7,8,48.0,1.0,38.0,-7.0,5.0,5.0,7.0,82.0,5.0,5.0,0.0,53.0,Good
114,64.0,246.0,16.0,106.0,5.0,3.0,3.0,88.0,57.0,6,3,8.0,0.0,88.0,-7.0,1.0,1.0,-8.0,144.0,-8.0,4.0,-8.0,100.0,Bad
4239,75.0,116.0,2.0,61.0,41.0,0.0,0.0,100.0,-7.0,7,8,42.0,1.0,17.0,0.0,2.0,1.0,34.0,-8.0,2.0,-8.0,1.0,22.0,Good
1924,82.0,176.0,18.0,107.0,40.0,0.0,0.0,100.0,-7.0,7,8,40.0,0.0,35.0,0.0,0.0,0.0,0.0,75.0,2.0,2.0,1.0,21.0,Good
6872,92.0,407.0,10.0,124.0,16.0,0.0,0.0,100.0,-7.0,7,8,18.0,1.0,17.0,9.0,0.0,0.0,1.0,-8.0,2.0,1.0,0.0,50.0,Good
10268,72.0,209.0,5.0,97.0,24.0,0.0,0.0,96.0,40.0,6,6,24.0,2.0,21.0,5.0,0.0,0.0,38.0,-8.0,7.0,1.0,0.0,67.0,Good
7445,66.0,145.0,6.0,91.0,18.0,1.0,1.0,100.0,-7.0,6,8,19.0,1.0,21.0,0.0,2.0,2.0,67.0,8.0,7.0,2.0,3.0,69.0,Bad
3404,62.0,352.0,9.0,114.0,31.0,0.0,0.0,88.0,0.0,4,6,33.0,2.0,24.0,0.0,1.0,1.0,50.0,17.0,6.0,1.0,1.0,44.0,Bad
5152,75.0,181.0,14.0,63.0,38.0,0.0,0.0,100.0,-7.0,7,8,39.0,0.0,28.0,-7.0,0.0,0.0,35.0,83.0,4.0,3.0,2.0,50.0,Good
3209,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,Good
2657,70.0,183.0,2.0,85.0,12.0,0.0,0.0,100.0,-7.0,7,8,12.0,1.0,31.0,-7.0,0.0,0.0,95.0,-8.0,7.0,1.0,5.0,89.0,Good
2468,74.0,213.0,8.0,103.0,23.0,1.0,1.0,100.0,-7.0,7,8,15.0,1.0,35.0,-7.0,1.0,0.0,16.0,-8.0,2.0,1.0,0.0,44.0,Good
2080,73.0,420.0,97.0,208.0,7.0,0.0,0.0,88.0,64.0,6,6,8.0,0.0,25.0,0.0,0.0,0.0,76.0,-8.0,3.0,-8.0,2.0,75.0,Bad
3958,69.0,301.0,3.0,79.0,19.0,0.0,0.0,79.0,13.0,6,6,20.0,2.0,47.0,3.0,2.0,2.0,33.0,45.0,3.0,3.0,0.0,100.0,Bad
7790,80.0,277.0,5.0,93.0,34.0,1.0,0.0,97.0,52.0,6,5,35.0,1.0,40.0,7.0,0.0,0.0,7.0,80.0,4.0,3.0,1.0,58.0,Good
7296,89.0,193.0,9.0,114.0,13.0,0.0,0.0,100.0,-7.0,7,8,14.0,1.0,43.0,0.0,0.0,0.0,1.0,88.0,2.0,2.0,0.0,67.0,Good
5468,65.0,132.0,3.0,35.0,21.0,0.0,0.0,93.0,-7.0,5,7,28.0,4.0,61.0,0.0,6.0,6.0,91.0,-8.0,7.0,1.0,1.0,89.0,Bad
8998,68.0,272.0,4.0,89.0,31.0,0.0,0.0,100.0,-7.0,7,8,33.0,2.0,27.0,0.0,0.0,0.0,90.0,90.0,8.0,4.0,4.0,86.0,Good
9730,77.0,207.0,4.0,87.0,18.0,0.0,0.0,89.0,64.0,6,6,19.0,2.0,39.0,9.0,0.0,0.0,12.0,94.0,4.0,2.0,0.0,75.0,Good
4168,63.0,408.0,11.0,95.0,26.0,1.0,0.0,86.0,56.0,6,5,29.0,1.0,66.0,0.0,0.0,0.0,99.0,46.0,3.0,4.0,2.0,78.0,Good
6161,65.0,435.0,3.0,97.0,32.0,0.0,0.0,100.0,-7.0,7,8,34.0,2.0,18.0,0.0,8.0,8.0,70.0,-8.0,9.0,1.0,8.0,67.0,Bad
1750,85.0,377.0,3.0,121.0,45.0,0.0,0.0,100.0,-7.0,7,8,46.0,2.0,46.0,0.0,0.0,0.0,20.0,83.0,6.0,2.0,0.0,67.0,Good
9631,54.0,136.0,4.0,62.0,28.0,1.0,0.0,93.0,3.0,4,5,30.0,3.0,28.0,4.0,1.0,1.0,64.0,86.0,8.0,3.0,3.0,73.0,Bad
6653,69.0,150.0,3.0,78.0,34.0,1.0,1.0,91.0,70.0,6,2,35.0,3.0,20.0,-7.0,4.0,4.0,27.0,100.0,4.0,1.0,1.0,45.0,Good
52,75.0,183.0,18.0,92.0,21.0,0.0,0.0,100.0,-7.0,7,8,22.0,0.0,27.0,0.0,0.0,0.0,88.0,91.0,9.0,3.0,5.0,93.0,Bad
10328,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,Good
10288,84.0,346.0,9.0,102.0,19.0,0.0,0.0,100.0,-7.0,7,8,19.0,1.0,37.0,0.0,2.0,2.0,5.0,31.0,2.0,3.0,0.0,56.0,Good
2675,62.0,79.0,12.0,35.0,16.0,1.0,1.0,94.0,15.0,6,4,26.0,0.0,50.0,-7.0,3.0,3.0,100.0,57.0,4.0,5.0,2.0,100.0,Bad
7243,88.0,161.0,4.0,97.0,29.0,0.0,0.0,100.0,-7.0,7,8,33.0,3.0,48.0,0.0,2.0,2.0,7.0,-8.0,1.0,1.0,0.0,33.0,Good
8483,65.0,-8.0,2.0,13.0,5.0,0.0,0.0,100.0,-7.0,7,8,7.0,4.0,57.0,-7.0,2.0,2.0,54.0,88.0,2.0,2.0,0.0,80.0,Bad
4788,77.0,169.0,29.0,94.0,13.0,1.0,1.0,93.0,32.0,6,2,15.0,0.0,33.0,-8.0,0.0,0.0,0.0,-8.0,1.0,1.0,0.0,50.0,Bad
6865,62.0,393.0,6.0,155.0,17.0,0.0,0.0,94.0,1.0,4,6,17.0,2.0,41.0,5.0,0.0,0.0,64.0,-8.0,8.0,-8.0,1.0,89.0,Bad
3235,78.0,195.0,1.0,38.0,29.0,0.0,0.0,100.0,-7.0,6,7,38.0,5.0,51.0,0.0,6.0,6.0,10.0,95.0,4.0,13.0,0.0,68.0,Good
8208,73.0,189.0,8.0,68.0,32.0,0.0,0.0,91.0,8.0,4,6,33.0,3.0,52.0,0.0,0.0,0.0,19.0,-8.0,3.0,1.0,0.0,50.0,Bad
2320,82.0,426.0,3.0,115.0,33.0,0.0,0.0,100.0,-7.0,7,8,32.0,2.0,21.0,-7.0,1.0,1.0,13.0,56.0,4.0,2.0,0.0,58.0,Good
6953,89.0,414.0,7.0,203.0,15.0,0.0,0.0,100.0,-7.0,7,8,15.0,3.0,7.0,7.0,0.0,0.0,1.0,-8.0,3.0,1.0,0.0,45.0,Good
1928,88.0,309.0,22.0,86.0,9.0,0.0,0.0,100.0,-7.0,7,8,10.0,0.0,10.0,0.0,1.0,1.0,9.0,-8.0,2.0,-8.0,0.0,40.0,Good
4653,78.0,174.0,3.0,73.0,28.0,0.0,0.0,100.0,-7.0,7,8,28.0,2.0,29.0,13.0,0.0,0.0,20.0,94.0,4.0,3.0,1.0,44.0,Good
2389,69.0,243.0,2.0,89.0,32.0,0.0,0.0,100.0,-7.0,7,8,22.0,4.0,30.0,-7.0,0.0,0.0,45.0,77.0,9.0,4.0,3.0,59.0,Good
9989,78.0,218.0,25.0,118.0,18.0,0.0,0.0,100.0,-7.0,7,8,18.0,0.0,33.0,0.0,2.0,2.0,47.0,58.0,4.0,2.0,1.0,60.0,Good
8458,77.0,188.0,3.0,64.0,27.0,0.0,0.0,100.0,-7.0,7,8,27.0,2.0,15.0,-7.0,1.0,1.0,22.0,62.0,2.0,3.0,0.0,45.0,Good
9106,54.0,35.0,14.0,22.0,6.0,1.0,1.0,83.0,6.0,0,6,6.0,0.0,67.0,-7.0,2.0,2.0,79.0,86.0,1.0,3.0,1.0,100.0,Bad
2876,74.0,341.0,4.0,89.0,26.0,2.0,1.0,82.0,8.0,4,4,33.0,2.0,4.0,6.0,0.0,0.0,7.0,49.0,6.0,1.0,0.0,50.0,Bad
648,56.0,44.0,2.0,24.0,12.0,3.0,2.0,88.0,11.0,4,3,17.0,4.0,29.0,0.0,11.0,11.0,9.0,96.0,1.0,3.0,1.0,33.0,Bad
5637,74.0,213.0,18.0,97.0,20.0,1.0,1.0,90.0,5.0,2,4,21.0,0.0,29.0,0.0,2.0,1.0,14.0,65.0,3.0,2.0,0.0,50.0,Good
6202,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,Good
9854,87.0,158.0,13.0,78.0,10.0,0.0,0.0,100.0,-7.0,7,8,11.0,0.0,27.0,0.0,0.0,0.0,4.0,-8.0,3.0,1.0,0.0,57.0,Good
376,81.0,329.0,12.0,111.0,19.0,0.0,0.0,95.0,1.0,4,6,20.0,0.0,55.0,0.0,0.0,0.0,1.0,86.0,2.0,4.0,0.0,67.0,Bad
410,68.0,310.0,3.0,96.0,33.0,1.0,1.0,97.0,68.0,6,2,34.0,4.0,26.0,0.0,4.0,4.0,73.0,89.0,6.0,4.0,3.0,71.0,Good
1901,73.0,273.0,5.0,100.0,23.0,2.0,2.0,88.0,37.0,6,2,25.0,2.0,46.0,0.0,0.0,0.0,0.0,82.0,1.0,2.0,0.0,50.0,Bad
7742,86.0,158.0,3.0,71.0,29.0,0.0,0.0,100.0,-7.0,7,8,31.0,6.0,52.0,3.0,1.0,1.0,3.0,93.0,1.0,2.0,0.0,43.0,Good
5941,64.0,207.0,25.0,77.0,11.0,2.0,2.0,82.0,13.0,6,6,11.0,0.0,36.0,-7.0,2.0,2.0,57.0,22.0,2.0,2.0,0.0,71.0,Bad
7000,89.0,393.0,37.0,157.0,5.0,0.0,0.0,100.0,-7.0,7,8,6.0,0.0,67.0,0.0,1.0,1.0,0.0,-8.0,0.0,-8.0,-8.0,0.0,Bad
1258,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,Bad
1196,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,Bad
8478,61.0,-8.0,4.0,46.0,31.0,0.0,0.0,100.0,-7.0,7,8,33.0,1.0,39.0,-7.0,9.0,9.0,62.0,79.0,6.0,8.0,5.0,74.0,Bad
9148,80.0,168.0,1.0,34.0,1.0,0.0,0.0,100.0,-7.0,9,8,5.0,4.0,20.0,-7.0,4.0,4.0,34.0,101.0,1.0,1.0,0.0,50.0,Bad
6190,89.0,441.0,75.0,194.0,12.0,0.0,0.0,100.0,-7.0,7,8,13.0,0.0,25.0,9.0,0.0,0.0,5.0,-8.0,2.0,1.0,0.0,43.0,Good
267,77.0,324.0,7.0,85.0,26.0,0.0,0.0,100.0,-7.0,7,8,26.0,3.0,38.0,0.0,0.0,0.0,16.0,65.0,4.0,4.0,0.0,59.0,Bad
406,65.0,305.0,8.0,93.0,25.0,3.0,2.0,85.0,36.0,6,4,28.0,1.0,33.0,0.0,2.0,2.0,70.0,-8.0,5.0,1.0,2.0,88.0,Good
6638,82.0,252.0,51.0,191.0,13.0,0.0,0.0,77.0,21.0,6,6,13.0,0.0,8.0,-7.0,0.0,0.0,4.0,-8.0,1.0,1.0,0.0,38.0,Good
6183,83.0,146.0,9.0,82.0,26.0,0.0,0.0,100.0,-7.0,7,8,26.0,1.0,19.0,20.0,0.0,0.0,21.0,70.0,4.0,2.0,0.0,58.0,Good
1418,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,Bad
7772,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,Good
5313,65.0,102.0,3.0,39.0,38.0,1.0,1.0,92.0,6.0,4,4,39.0,9.0,46.0,0.0,13.0,13.0,20.0,86.0,4.0,14.0,1.0,72.0,Bad
5428,78.0,126.0,7.0,58.0,41.0,0.0,0.0,100.0,-7.0,7,8,45.0,2.0,51.0,0.0,2.0,2.0,14.0,75.0,3.0,5.0,0.0,50.0,Good
6544,59.0,156.0,14.0,63.0,17.0,2.0,2.0,82.0,-8.0,5,6,19.0,0.0,24.0,0.0,1.0,1.0,35.0,76.0,6.0,2.0,2.0,80.0,Bad
3797,85.0,340.0,2.0,140.0,18.0,0.0,0.0,100.0,-7.0,7,8,18.0,3.0,16.0,2.0,1.0,1.0,12.0,-8.0,4.0,1.0,0.0,63.0,Good
7671,58.0,381.0,3.0,77.0,23.0,3.0,2.0,76.0,8.0,0,2,25.0,2.0,28.0,-7.0,0.0,0.0,29.0,82.0,5.0,4.0,0.0,69.0,Bad
8931,73.0,185.0,3.0,65.0,27.0,0.0,0.0,100.0,-7.0,7,8,27.0,4.0,48.0,0.0,5.0,5.0,46.0,26.0,5.0,4.0,1.0,69.0,Good
8722,67.0,233.0,12.0,66.0,13.0,1.0,0.0,87.0,10.0,4,5,15.0,0.0,67.0,0.0,1.0,1.0,33.0,81.0,3.0,2.0,1.0,83.0,Bad
4585,79.0,192.0,8.0,84.0,31.0,0.0,0.0,94.0,7.0,4,6,32.0,1.0,50.0,-7.0,0.0,0.0,3.0,-8.0,3.0,1.0,0.0,50.0,Good
1440,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,Bad
1719,63.0,378.0,10.0,84.0,36.0,1.0,1.0,89.0,10.0,4,4,37.0,2.0,54.0,0.0,2.0,2.0,60.0,67.0,4.0,6.0,3.0,77.0,Bad
6506,67.0,158.0,0.0,51.0,28.0,0.0,0.0,97.0,-8.0,6,6,29.0,1.0,45.0,0.0,2.0,2.0,44.0,42.0,5.0,1.0,3.0,67.0,Bad
8871,70.0,132.0,1.0,47.0,33.0,1.0,0.0,97.0,19.0,6,5,37.0,2.0,16.0,0.0,1.0,1.0,20.0,-8.0,11.0,-8.0,2.0,52.0,Good
3713,62.0,251.0,19.0,92.0,41.0,1.0,1.0,98.0,10.0,0,6,53.0,0.0,15.0,0.0,3.0,3.0,83.0,-8.0,17.0,1.0,11.0,72.0,Bad
5698,69.0,372.0,18.0,147.0,11.0,1.0,0.0,77.0,1.0,4,5,13.0,0.0,38.0,0.0,0.0,0.0,23.0,70.0,5.0,3.0,0.0,73.0,Bad
3669,72.0,80.0,4.0,112.0,22.0,1.0,1.0,100.0,-7.0,6,8,3.0,3.0,18.0,3.0,2.0,2.0,16.0,-8.0,6.0,1.0,0.0,67.0,Good
5480,83.0,158.0,5.0,74.0,19.0,0.0,0.0,100.0,-7.0,7,8,19.0,2.0,47.0,7.0,0.0,0.0,29.0,71.0,4.0,2.0,0.0,86.0,Good
6929,79.0,172.0,6.0,47.0,20.0,0.0,0.0,100.0,-7.0,7,8,20.0,1.0,55.0,7.0,0.0,0.0,9.0,49.0,3.0,5.0,0.0,67.0,Good
3910,85.0,203.0,8.0,59.0,15.0,0.0,0.0,100.0,-7.0,7,8,26.0,2.0,40.0,0.0,1.0,1.0,0.0,85.0,1.0,2.0,0.0,30.0,Good
7495,60.0,37.0,9.0,22.0,11.0,0.0,0.0,100.0,-7.0,7,8,11.0,1.0,55.0,-7.0,8.0,8.0,112.0,61.0,3.0,1.0,0.0,100.0,Bad
9177,56.0,153.0,18.0,80.0,17.0,0.0,0.0,95.0,1.0,4,6,20.0,0.0,45.0,17.0,0.0,0.0,82.0,-8.0,2.0,1.0,2.0,75.0,Bad
5600,68.0,124.0,8.0,51.0,17.0,0.0,0.0,100.0,-7.0,7,8,17.0,1.0,47.0,0.0,2.0,2.0,72.0,73.0,2.0,2.0,2.0,80.0,Bad
9080,64.0,79.0,3.0,38.0,16.0,0.0,0.0,100.0,-7.0,7,8,18.0,5.0,29.0,-7.0,8.0,8.0,53.0,99.0,5.0,1.0,1.0,86.0,Bad
5014,77.0,178.0,5.0,80.0,18.0,0.0,0.0,100.0,-7.0,7,8,18.0,3.0,39.0,4.0,2.0,2.0,24.0,-8.0,4.0,1.0,0.0,71.0,Good
7360,60.0,199.0,28.0,93.0,11.0,4.0,2.0,73.0,6.0,4,2,15.0,0.0,53.0,0.0,0.0,0.0,34.0,61.0,1.0,3.0,0.0,50.0,Bad
1076,71.0,225.0,8.0,131.0,16.0,0.0,0.0,75.0,22.0,6,6,16.0,1.0,19.0,1.0,1.0,1.0,24.0,-8.0,8.0,1.0,0.0,90.0,Bad
1315,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,Bad
1346,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,Bad
2929,60.0,62.0,7.0,35.0,17.0,0.0,0.0,88.0,12.0,6,6,2.0,2.0,18.0,0.0,1.0,1.0,63.0,46.0,3.0,2.0,3.0,45.0,Bad
4582,81.0,63.0,6.0,37.0,13.0,0.0,0.0,100.0,-7.0,7,8,13.0,2.0,31.0,-7.0,0.0,0.0,10.0,57.0,4.0,2.0,0.0,60.0,Bad
4904,88.0,215.0,9.0,103.0,14.0,0.0,0.0,100.0,-7.0,7,8,14.0,1.0,36.0,8.0,0.0,0.0,14.0,56.0,2.0,1.0,0.0,67.0,Good
2103,84.0,317.0,2.0,132.0,26.0,0.0,0.0,100.0,-7.0,7,8,27.0,2.0,22.0,0.0,0.0,0.0,16.0,51.0,5.0,3.0,1.0,57.0,Good
682,81.0,232.0,23.0,163.0,13.0,1.0,1.0,93.0,45.0,6,2,14.0,0.0,36.0,23.0,0.0,0.0,0.0,-8.0,1.0,1.0,0.0,50.0,Good
8648,83.0,171.0,2.0,77.0,12.0,0.0,0.0,92.0,55.0,6,6,14.0,1.0,31.0,-8.0,0.0,0.0,12.0,78.0,2.0,2.0,0.0,80.0,Good
8533,71.0,-8.0,9.0,46.0,15.0,0.0,0.0,88.0,21.0,6,6,16.0,3.0,44.0,8.0,0.0,0.0,32.0,89.0,3.0,2.0,0.0,63.0,Good
522,75.0,312.0,5.0,78.0,26.0,1.0,1.0,100.0,-7.0,7,8,26.0,4.0,31.0,-7.0,4.0,4.0,10.0,36.0,3.0,2.0,0.0,56.0,Bad
7312,86.0,350.0,19.0,121.0,15.0,0.0,0.0,100.0,-7.0,7,8,16.0,0.0,44.0,0.0,1.0,1.0,12.0,-8.0,2.0,-8.0,0.0,33.0,Good
6195,84.0,151.0,7.0,85.0,14.0,0.0,0.0,100.0,-7.0,7,8,14.0,1.0,57.0,7.0,2.0,0.0,18.0,75.0,2.0,3.0,-8.0,100.0,Good
4613,73.0,152.0,12.0,46.0,20.0,0.0,0.0,100.0,-7.0,7,8,21.0,0.0,40.0,-7.0,0.0,0.0,36.0,91.0,5.0,3.0,0.0,82.0,Bad
7864,80.0,263.0,3.0,79.0,30.0,0.0,0.0,100.0,-7.0,7,8,30.0,2.0,43.0,1.0,3.0,3.0,9.0,90.0,3.0,2.0,1.0,38.0,Bad
10329,78.0,192.0,3.0,91.0,55.0,0.0,0.0,98.0,12.0,6,6,57.0,2.0,18.0,3.0,1.0,1.0,1.0,-8.0,9.0,1.0,0.0,28.0,Good
1504,80.0,192.0,7.0,72.0,22.0,0.0,0.0,100.0,-7.0,6,8,23.0,2.0,39.0,0.0,1.0,1.0,13.0,96.0,2.0,3.0,1.0,63.0,Good
6157,80.0,268.0,3.0,96.0,41.0,0.0,0.0,98.0,46.0,6,6,41.0,1.0,41.0,2.0,5.0,5.0,7.0,83.0,2.0,5.0,0.0,58.0,Good
581,71.0,96.0,32.0,60.0,9.0,1.0,1.0,100.0,-7.0,6,7,9.0,0.0,11.0,-7.0,0.0,0.0,48.0,-8.0,2.0,-8.0,0.0,100.0,Good
8118,78.0,156.0,4.0,41.0,13.0,0.0,0.0,100.0,-7.0,7,8,13.0,6.0,38.0,3.0,3.0,3.0,19.0,93.0,2.0,3.0,0.0,71.0,Good
3956,71.0,185.0,4.0,61.0,38.0,0.0,0.0,100.0,-7.0,7,8,23.0,3.0,34.0,5.0,1.0,1.0,32.0,71.0,7.0,4.0,0.0,65.0,Good
6941,74.0,145.0,4.0,76.0,16.0,0.0,0.0,88.0,41.0,6,6,17.0,1.0,47.0,-8.0,0.0,0.0,28.0,94.0,4.0,1.0,1.0,100.0,Good
3287,80.0,215.0,3.0,85.0,18.0,0.0,0.0,100.0,-7.0,7,8,11.0,2.0,50.0,2.0,1.0,1.0,28.0,96.0,3.0,2.0,0.0,63.0,Good
7969,67.0,180.0,6.0,73.0,21.0,1.0,0.0,82.0,2.0,4,5,22.0,2.0,45.0,1.0,1.0,1.0,5.0,70.0,6.0,7.0,0.0,81.0,Good
6294,90.0,152.0,28.0,107.0,3.0,0.0,0.0,100.0,-7.0,7,8,3.0,0.0,67.0,13.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,50.0,Good
4593,89.0,112.0,23.0,73.0,15.0,0.0,0.0,100.0,-7.0,7,8,15.0,0.0,40.0,-7.0,0.0,0.0,1.0,48.0,2.0,2.0,0.0,50.0,Good
1953,75.0,416.0,4.0,167.0,7.0,2.0,2.0,89.0,28.0,5,2,10.0,2.0,33.0,0.0,1.0,1.0,8.0,57.0,5.0,2.0,0.0,88.0,Good
2901,67.0,59.0,83.0,125.0,5.0,2.0,2.0,83.0,75.0,6,2,1.0,0.0,67.0,21.0,0.0,0.0,-8.0,23.0,-8.0,2.0,-8.0,100.0,Bad
1844,64.0,25.0,2.0,14.0,5.0,0.0,0.0,83.0,3.0,4,6,6.0,2.0,50.0,0.0,1.0,1.0,4.0,59.0,1.0,3.0,0.0,80.0,Good
5216,81.0,153.0,21.0,63.0,28.0,0.0,0.0,100.0,-7.0,7,8,29.0,0.0,34.0,0.0,1.0,1.0,17.0,-8.0,3.0,1.0,1.0,40.0,Good
141,78.0,41.0,3.0,16.0,3.0,0.0,0.0,100.0,-7.0,7,8,3.0,2.0,67.0,-7.0,16.0,16.0,0.0,-8.0,0.0,1.0,-8.0,50.0,Bad
3329,71.0,224.0,18.0,92.0,18.0,0.0,0.0,79.0,42.0,6,6,20.0,0.0,25.0,7.0,0.0,0.0,61.0,91.0,4.0,1.0,4.0,50.0,Good
9382,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,Good
5951,87.0,241.0,2.0,93.0,17.0,0.0,0.0,100.0,-7.0,7,8,18.0,4.0,17.0,-7.0,1.0,1.0,7.0,-8.0,5.0,1.0,1.0,50.0,Good
7674,74.0,104.0,5.0,49.0,13.0,0.0,0.0,100.0,-7.0,7,8,13.0,1.0,31.0,-7.0,0.0,0.0,60.0,81.0,5.0,3.0,1.0,100.0,Bad
150,73.0,136.0,6.0,77.0,25.0,0.0,0.0,100.0,-7.0,7,8,25.0,4.0,36.0,0.0,3.0,3.0,54.0,100.0,11.0,1.0,1.0,100.0,Bad
3437,71.0,-8.0,7.0,74.0,33.0,0.0,0.0,94.0,47.0,6,6,0.0,2.0,30.0,7.0,0.0,0.0,21.0,60.0,5.0,3.0,1.0,50.0,Good
1039,58.0,14.0,1.0,6.0,3.0,0.0,0.0,100.0,-7.0,7,8,5.0,4.0,40.0,-7.0,15.0,15.0,98.0,-8.0,2.0,2.0,1.0,80.0,Good
8887,84.0,128.0,3.0,48.0,23.0,0.0,0.0,100.0,-7.0,7,8,23.0,3.0,30.0,0.0,1.0,1.0,14.0,99.0,4.0,3.0,0.0,64.0,Good
10265,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,Good
